Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
,,,"11th KES International Conference on Intelligent Decision Technologies, KES-IDT 2019",2019,"Smart Innovation, Systems and Technologies",143,,,,,347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067228560&partnerID=40&md5=fd7b1d149c0fc383883cd3b3fc0ce567,The proceedings contain 31 papers. The special focus in this conference is on Intelligent Decision Technologies. The topics include: The study of generators of orthogonal pseudo-random sequences; portraits of orthogonal matrices as a base for discrete textile ornament patterns; training sample generation software; Business AI alignment modeling based on enterprise architecture; eye tracking as a method of neuromarketing for attention research—an empirical analysis using the online appointment booking platform from mercedes-benz; a concept of an interactive web-based machine learning tool for individual machine and production monitoring; benefits of agile project management in an environment of increasing complexity—A transaction cost analysis; potential benefits of digital business models and its processes in the financial and insurance industry; risk-sensitive decision-making under risk constraints with coherent risk measures; an efficient non-blind steering vector estimation technique for robust adaptive beamforming with multistage error feedback; mutual evaluation and solution method; visualization of criteria priorities using a ternary diagram; changes in organizations due to management mechanization (case studies of life insurance companies in Japan); naturality for ranking from pairwise comparisons; upper level processes and projects model building; SPCM with harker method for MDAHP including hierarchical criteria; building a telemedicine system for monitoring the health status and supporting the social adaptation of children with autism spectrum disorders; implementation of digital technologies in pharmaceutical products lifecycle; home hospital e-health centers for barrier-free and cross-border telemedicine; data-driven human movement assessment; the P2P–grid–agent distributed platform: A distributed and dynamic platform for developing and executing large-scale application based on deep learning techniques.,
Amin C.R.; Hasin M.F.; Leon T.S.; Aurko A.B.; Tamanna T.; Rahman M.A.; Parvez M.Z.,"Amin, Chowdhury Rabith (57221641199); Hasin, Mirza Farhan (57221642862); Leon, Tasin Shafi (57221646503); Aurko, Abrar Bareque (57221645752); Tamanna, Tasmi (57219987993); Rahman, Md Anisur (57195672725); Parvez, Mohammad Zavid (55743919500)",57221641199; 57221642862; 57221646503; 57221645752; 57219987993; 57195672725; 55743919500,Consumer Behavior Analysis using EEG Signals for Neuromarketing Application,2020,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",,,9308358,2061,2066,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099689136&doi=10.1109%2fSSCI47803.2020.9308358&partnerID=40&md5=05151ca087ec0d4ed32d3d9cc482a162,"Neuromarketing is applying neuropsychology in marketing research studying consumer sensory-motor actions such as cognitive and affective responses to marketing stimuli with the help of modern technologies. It is one of the most recent marketing research strategies and may become the future of marketing research. Many research works have been carried out in this area to obtain better outcomes. However, literature shows that there is an opportunity for further improvement. Hence, in this study, a model is presented using data mining and machine learning algorithms for consumer behavior analysis from EEG signals. Time-frequency distribution features are extracted from EEG signals on which different classification algorithms are applied. Consumer's responses toward marketing strategies and their behavior towards purchasing or selecting goods can be studied and analyzed to understand the producer-consumer relationship. EEG signals from 25 people are collected where the participants varied in age and gender for a better understanding of consumer behavior towards a marketing policy. By analyzing the data, the reason behind how and why they like certain marketing policies was uncovered. The performance of our proposed model with an existing technique is compared. The accuracy of our model on the dataset is 95%, whereas the accuracy of the existing technique on the same dataset is 70%. We also evaluated whether neuropsychological measures can capture differences in consumer's actions according to different marketing stimuli. The experimental results on our model indicate that studies in this field can bring a change and improve marketing strategies for the betterment of both the producer and the consumer, resulting in an eventual mutual benefit.  © 2020 IEEE.",Consumer; Decision Tree; EEG; Marketing Strategy; Neuromarketing; Neuropsychology
Kaklauskas A.; Herrera-Viedma E.; Ubarte I.; Tupenaite L.; Raupys D.; Strikaite A.; Seniut M.,"Kaklauskas, Arturas (55926913900); Herrera-Viedma, Enrique (7004240703); Ubarte, Ieva (57188760238); Tupenaite, Laura (11141519300); Raupys, Dainius (57202991701); Strikaite, Agne (57207964091); Seniut, Mark (35113865300)",55926913900; 7004240703; 57188760238; 11141519300; 57202991701; 57207964091; 35113865300,Video neuro-advertising method for housing,2018,Frontiers in Artificial Intelligence and Applications,303,,,839,857,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063410558&doi=10.3233%2f978-1-61499-900-3-839&partnerID=40&md5=bb41b48e50ecc2919df727a2081d5db0,"The objective of this research was the development of the Video Neuroadvertising (hereafter, VINERS) Method for Housing by integrating the multimodal biometric, neuromarketing, affective computing and multiple criteria analysis methods. The goal for the Biometric Method part was to measure and record human biometric, emotional signals (from the face, eyes, heart rate, respiration rate, etc.). The neuromarketing method is also integrated into the study with an aim to examine the affective and cognitive reactions of buyers to marketing incentives and to forecast customer actions by applying biometric technologies. The aim of the affective computing method part was to understand the emotional state of buyers and to tailor its action to the neuromarketing process by providing the most rational reaction to those emotions. The research also incorporated the multiple criteria planning of variants and the multiple criteria analysis methods into one entity. The application of these makes it possible to generate numerous alternative neuromarketing variants in an automatic fashion and to select the most effective ones. The VINERS Method for Housing can additionally assist in determining the Net emotional investment value of a project under deliberation and provide digital recommendations for improving projects. The VINERS Method for Housing was developed during the course of the research. A case study appears at the end of this article in an endeavor to demonstrate the opportunities provided by this method in practice. © 2018 The authors and IOS Press. All rights reserved.",Affective computing; Biometrics; Housing; Multiple criteria decision making; Net emotional investment value; Video neuroadvertising
Yilmaz B.; Gazeloğlu C.; Altindi̇ş F.,"Yilmaz, Bülent (57189925966); Gazeloğlu, Cengiz (56044919200); Altindi̇ş, Fatih (57193720164)",57189925966; 56044919200; 57193720164,Prediction of preference and effect of music on preference: A preliminary study on electroencephalography from young women,2019,Turkish Journal of Electrical Engineering and Computer Sciences,27,2,,1109,1119,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065841165&doi=10.3906%2felk-1807-328&partnerID=40&md5=5e308d5db4c5b53bd405d5fbf7380721,"Neuromarketing is the application of the neuroscientific approaches to analyze and understand economically relevant behavior. In this study, the effect of loud and rhythmic music in a sample neuromarketing setup is investigated. The second aim was to develop an approach in the prediction of preference using only brain signals. In this work, 19-channel EEG signals were recorded and two experimental paradigms were implemented: no music/silence and rhythmic, loud music using a headphone, while viewing women shoes. For each 10-sec epoch, normalized power spectral density (PSD) of EEG data for six frequency bands was estimated using the Burg method. The effect of music was investigated by comparing the mean differences between music and no music groups using independent two-sample t-test. In the preference prediction part sequential forward selection, k-nearest neighbors (k-NN) and the support vector machines (SVM), and 5-fold cross-validation approaches were used. It is found that music did not affect like decision in any of the power bands, on the contrary, music affected dislike decisions for all bands with no exceptions. Furthermore, the accuracies obtained in preference prediction study were between 77.5 and 82.5% for k-NN and SVM techniques. The results of the study showed the feasibility of using EEG signals in the investigation of the music effect on purchasing behavior and the prediction of preference of an individual. © TÜBİTAK.",Decision making; Electroencephalography; Music effect; Neuromarketing; Normalized band powers
Kačániová M.; Vargová V.,"Kačániová, Magdaléna (57192693447); Vargová, Veronika (57197750888)",57192693447; 57197750888,Electroencephalography as a tool of advertising research in the context of MAC model,2017,European Journal of Science and Theology,13,6,,145,155,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034419359&partnerID=40&md5=37b6ada60795075be54874f95943d5f1,"This paper is dedicated to the application of electroencephalography (EEG) as a brain research tool into the domain of audio-visual advertising effects as a future possible direction of marketing research in Slovakia. After a brief introduction to this rarely used and challenging method of a new field examining consumer perception and decision making called neuromarketing, we are presenting a research of ten audio-visual commercials carried out in 2016 by the means of electroencephalography and questionnaire based on MAC model as a model of memory, affect and cognition introduced by T. Ambler and T. Burne (1999). © 2017, Ecozone, OAIMDD. All rights reserved.",Advertising; EEG; Electroencephalography; MAC model; Neuromarketing
Rodas J.A.; Montoya-Restrepo L.A.,"Rodas, Jairo A. (57207771503); Montoya-Restrepo, Luz A. (55912345400)",57207771503; 55912345400,Measurement and analysis of television commercials based on the computer tools eyetracking and facereader; [Medición y Análisis de Anuncios Publicitarios en Televisión con base en las Herramientas Seguidor-de-Visión y Lector-de-Rostro (EyeTracking y FaceReader)],2019,Informacion Tecnologica,30,2,,3,10,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062879824&doi=10.4067%2fS0718-07642019000200003&partnerID=40&md5=c42d78333ac4d2de1430ec894629046f,"The objective of this paper was the determination of a methodology for the evaluation of a commercial video, from the identification of the level of impact, emotional states and patterns of attention of consumers. The elements of experience to be analyzed were established and were studied through neuromarketing tools, such as EyeTracking and FaceReader, and are complemented by elements of traditional market research. The study presents the main variables for the application of this methodology, where consumer responses are analyzed and integrated. Based on the results of the study, it concluded that it is possible to define elements that generate attentional, cognitive, emotional and rational argumentation impact, through a systematic process. © 2019 Centro de Informacion Tecnologica. All Rights Reserved.",Advertising; Consumer behavior; Eye tracking; Facereader; Neuromarketing
Bhandari A.,"Bhandari, Arabinda (57440654300)",57440654300,Neuromarketing trends and opportunities for companies,2020,Analyzing the Strategic Role of Neuromarketing and Consumer Neuroscience,,,,82,103,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137215938&doi=10.4018%2f978-1-7998-3126-6.ch005&partnerID=40&md5=35244c06e8b11c184e05e8edddc7f3d4,"The main purpose of this chapter is to concisely describe the origin of neuromarketing, its applications in the organization, and to explore consumer behavior with the help of different neuromarketing technologies like fMRI, EEG, and MEG. This chapter gives a guideline on how neuromarketing would be used in different areas of organization functions, like, brand management, advertisement, communication, product design, decision making, etc. with the help of data mining, artificial intelligence, social media, machine learning, remote sensing, AR, and VR. The chapter identifies the opportunities of neuromarketing with the latest technological development to understand the customer mindset so that it would be easy to formulate neurostrategy for an organization. This chapter gives a future research direction with strategic management, so that it will be helpful for a professional to create a more accurate strategy in a VUCA (volatility, uncertainty, complexity, ambiguity) environment, predict, and fulfill the ""institution void"" situation with more accuracy in an emerging developing market. © 2020 by IGI Global. All rights reserved.",
Tortora L.; Meynen G.; Bijlsma J.; Tronci E.; Ferracuti S.,"Tortora, Leda (57216152856); Meynen, Gerben (6507339273); Bijlsma, Johannes (57209581751); Tronci, Enrico (6701415547); Ferracuti, Stefano (55575011700)",57216152856; 6507339273; 57209581751; 6701415547; 55575011700,Neuroprediction and A.I. in Forensic Psychiatry and Criminal Justice: A Neurolaw Perspective,2020,Frontiers in Psychology,11,,220,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082651882&doi=10.3389%2ffpsyg.2020.00220&partnerID=40&md5=98bb03f5c6ccee55fc554a09ef2502df,"Advances in the use of neuroimaging in combination with A.I., and specifically the use of machine learning techniques, have led to the development of brain-reading technologies which, in the nearby future, could have many applications, such as lie detection, neuromarketing or brain-computer interfaces. Some of these could, in principle, also be used in forensic psychiatry. The application of these methods in forensic psychiatry could, for instance, be helpful to increase the accuracy of risk assessment and to identify possible interventions. This technique could be referred to as ‘A.I. neuroprediction,’ and involves identifying potential neurocognitive markers for the prediction of recidivism. However, the future implications of this technique and the role of neuroscience and A.I. in violence risk assessment remain to be established. In this paper, we review and analyze the literature concerning the use of brain-reading A.I. for neuroprediction of violence and rearrest to identify possibilities and challenges in the future use of these techniques in the fields of forensic psychiatry and criminal justice, considering legal implications and ethical issues. The analysis suggests that additional research is required on A.I. neuroprediction techniques, and there is still a great need to understand how they can be implemented in risk assessment in the field of forensic psychiatry. Besides the alluring potential of A.I. neuroprediction, we argue that its use in criminal justice and forensic psychiatry should be subjected to thorough harms/benefits analyses not only when these technologies will be fully available, but also while they are being researched and developed. © Copyright © 2020 Tortora, Meynen, Bijlsma, Tronci and Ferracuti.",artificial intelligence; forensic psychiatry; neurolaw; neuroprediction; recidivism; risk assessment
Bulley C.A.; Adu-Brobbey V.; Duodu E.O.,"Bulley, Cynthia A. (57201969991); Adu-Brobbey, Veronica (57201969864); Duodu, Esther O. (57201969102)",57201969991; 57201969864; 57201969102,Neuromarketing and the potential application of scientific methods in measuring consumer behaviour,2018,Applications of Neuroscience: Breakthroughs in Research and Practice,,,,317,336,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046617504&doi=10.4018%2f978-1-5225-5478-3.ch015&partnerID=40&md5=1f2e9d625ec1f81117150577d94273e6,"Consumer behaviour studies have taken a new turn. Marketers, economists and other consumer related disciplines are looking to science to accurately determine consumer behaviour. The purpose of this chapter is to provide insight into a burgeoning field of study, neuromarketing, documenting various research studies and applications of mechanisms in determining brain activities and other uses of science to benefit marketing research. Data for the study is derived from impartial cross-referencing of conceptual and empirical articles published in major journals. The application of neuroimaging technique in research have provided marketers with concrete evidence of brain activation that signal increased activities during stimulation (Lewis and Bridger, 2005; Rossiter et al., 2001). Further, the implication and causes of concern in using neuroscience methods in marketing are highlighted. Developing country studies on neuromarketing are examined to determine its application and use as a marketing research tool. © 2018 by IGI Global. All rights reserved.",
Alexander J.; Shenoy V.; Yadav A.,"Alexander, Jacob (57210284750); Shenoy, Veena (57210291344); Yadav, Aradhna (57210292588)",57210284750; 57210291344; 57210292588,Ethical challenges in neuromarketing: A research agenda,2019,Indian Journal of Marketing,49,3,,36,49,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070191152&doi=10.17010%2fijom%2f2019%2fv49%2fi3%2f142145&partnerID=40&md5=611808b1277028db54ac4d328ff635b2,"Neuromarketing is an emerging field which connects disciplines such as psychology, science, neurology, marketing, and neuroscience with economics. The main goal of neuromarketing is to explore how the brain is physiologically affected by various marketing strategies and advertising tools. The article discussed various neuromarketing techniques and their applications and aimed to examine the common ethical concerns of neuromarketing, emphasizing on the potential threats and risks to the consumers. A meta - analysis approach was used to capture the content of appropriate literatures and content analysis was done to support the views. As examined in the paper, neuromarketing studies the different emotions that are associated with human decision making and uses this information to improve the effectiveness of marketing. The benefits of this study can be taken to the marketing domain. This paper identified and addressed the qualitative impact of neuromarketing in different fields of advertisements and promotions. It also provided the metadata for future researchers to think about the universal code of ethics and objectives that can be implemented to promote the development of research in neuromarketing in a more positive light. © 2019, Associated Management Consultants Pvt. Ltd. All Rights Reserved.",Consumer buying behaviour; Ethical challenges; Neuromarketing
Arico P.; Borghini G.; Di Flumeri G.; Sciaraffa N.; Babiloni F.,"Arico, P. (6506515949); Borghini, G. (36145850800); Di Flumeri, G. (56647980200); Sciaraffa, N. (57192914646); Babiloni, F. (7006787992)",6506515949; 36145850800; 56647980200; 57192914646; 7006787992,Passive BCI beyond the lab: Current trends and future directions,2018,Physiological Measurement,39,8,08TR02,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053112443&doi=10.1088%2f1361-6579%2faad57e&partnerID=40&md5=93df07797629790c2d7ff5564ab93a55,"Over the last decade, passive brain-computer interface (BCI) algorithms and biosignal acquisition technologies have experienced a significant growth that has allowed the real-time analysis of biosignals, with the aim to quantify relevant insights, such as mental and emotional states, of the users. Several passive BCI-based applications have been tested in laboratory settings, and just a few of them in real or, at least, simulated but highly realistic settings. Nevertheless, works performed in laboratory settings are not able to take into account all those factors (artefacts, non-brain influences, other mental states) that could impair the usability of passive BCIs during real applications, naturally characterized by higher complexity. The present review takes into account the most recent trends in using advanced passive BCI technologies in real settings, especially for real-time mental state evaluations in operational environments, evaluation of team resources, training and expertise assessment, gaming and neuromarketing applications. The objective of the work is to draw a mark on where we are to date and the future challenges, in order to make passive BCIs closer to being integrated into daily life applications. © 2018 Institute of Physics and Engineering in Medicine.",gaming; mental and emotional states; neuromarketing; operational environments; passive BCI; team resources evaluation; training and expertise
Kaklauskas A.; Zavadskas E.K.; Schuller B.; Lepkova N.; Dzemyda G.; Sliogeriene J.; Kurasova O.,"Kaklauskas, Arturas (55926913900); Zavadskas, Edmundas Kazimieras (6602254601); Schuller, Bjoern (6603767415); Lepkova, Natalija (55987052200); Dzemyda, Gintautas (6603800874); Sliogeriene, Jurate (54409388600); Kurasova, Olga (55965465300)",55926913900; 6602254601; 6603767415; 55987052200; 6603800874; 54409388600; 55965465300,Customized ViNeRs method for video neuro-advertising of green housing,2020,International Journal of Environmental Research and Public Health,17,7,2244,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082791875&doi=10.3390%2fijerph17072244&partnerID=40&md5=c6116cfb7b1dafbf2bf1f71b355c6912,"The implementation of advertising for green housing usually involves consideration of individual differences among potential buyers, their desires for residential unit features as well as location impacts on a selected property. Much more rarely, there is consideration of the arousal and valence, affective behavior, emotional, and physiological states of possible buyers of green housing (AVABEPS) while they review the advertising. Yet, no integrated consideration of all these factors has been undertaken to date. The objective of this study was to consider, in an integrated manner, the AVABEPS, individual differences, and location impacts on property and desired residential unit features. During this research, the applications for the above data involved neuromarketing and multicriteria examination of video advertisements for diverse client segments by applying neuro decision tables. All of this can be performed by employing the method for planning and analyzing and by multiple criteria and customized video neuro-advertising green-housing variants (hereafter abbreviated as the ViNeRS Method), which the authors of this article have developed and present herein. The developed ViNeRS Method permits a compilation of as many as millions of alternative advertising variants. During the time of the ViNeRS project, we accumulated more than 350 million depersonalized AVABEPS data. The strong and average correlations determined in this research (over 35,000) and data examination by IBM SPSS tool support demonstrate the need to use AVABEPS in neuromarketing and neuro decision tables. The obtained dependencies constituted the basis for calculating and graphically submitting the ViNeRS circumplex model of affect, which the authors of this article developed. This model is similar to Russell’s well-known earlier circumplex model of affect. Real case studies with their related contextual conditions presented in this manuscript show a practical application of the ViNeRS Method. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",COPRAS and ViNeRS Methods; Green housing; Multivariate design and multiple criteria analysis; Neuro correlation matrix; Neuro decision matrix; Video neuro-advertising
Clark K.R.,"Clark, Kimberly Rose (57196909449)",57196909449,Consumer neuroscience: Evolution and commercial applications,2020,Analyzing the Strategic Role of Neuromarketing and Consumer Neuroscience,,,,185,207,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137220516&doi=10.4018%2f978-1-7998-3126-6.ch010&partnerID=40&md5=d1e62e7c78b8b353cd59e3fc8c4936fb,"Consumer neuroscience is a quickly growing discipline that harnesses both theoretical principles and applied measures from the decision and affective neurosciences, along with psychophysiology and vision research, in order to explain and predict consumption behaviors. This discipline links several subfields, including neuroeconomics, social and affective neuroscience, and neuromarketing. This emerging field comprises both direct and peripheral measures of neural processing related to consumption behaviors. Consumer neuroscience complements traditional commercial research measures such as self-report, which can often be inaccurate and biased by anticipated or recalled, but not actual, consumption behaviors.All told, consumer neuroscience represents a unique field focusing on the consumer and the innumerable factors that affect individual preferences and consumption behavior. This chapter will provide a comprehensive overview of the field's history, key measures used, case examples of academic and commercial work, and a discussion of the field's continued bright trajectory. © 2020 by IGI Global. All rights reserved.",
Ramasubbareddy S.; Govinda K.; Swetha E.,"Ramasubbareddy, Somula (57201195237); Govinda, K. (36570310500); Swetha, E. (57209175151)",57201195237; 36570310500; 57209175151,Facial expression recognition system using convolutional neural networks,2019,International Journal of Recent Technology and Engineering,8,2 Special Issue 4,,603,607,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073383231&doi=10.35940%2fijrte.B1119.0782S419&partnerID=40&md5=18cbf361fc81d96adfd8cfba676c3dc1,"Facial expression recognition has been a functioning exploration territory in the previous ten years, with developing application regions including symbol activity, neuromarketing and amiable robots. The acknowledgment of outward appearances isn't a simple issue for AI techniques, since individuals can change altogether in the manner they demonstrate their looks. Indeed, even pictures of a similar individual in a similar outward appearance can shift in splendor, foundation and present, and these varieties are underscored if thinking about various subjects (due to varieties fit as a fiddle, ethnicity among others). Albeit outward appearance acknowledgment is contemplated in the writing, few works perform reasonable assessment abstaining from blending subjects while preparing and testing the proposed calculations. Thus, outward appearance acknowledgment is as yet a difficult issue in PC vision. In this work, we propose a straightforward answer for outward appearance acknowledgment that utilizes a blend of Convolutional Neural Network and explicit picture pre-handling steps. Convolutional Neural Networks accomplish better precision with huge information. Be that as it may, there are no openly accessible datasets with adequate information for outward appearance acknowledgment with profound structures. Subsequently, to handle the issue, we apply some pre-preparing systems to extricate just demeanour explicit highlights from a face picture and investigate the introduction request of the examples amid preparing. An investigation of the effect of each picture pre-preparing task in the precision rate is displayed. The proposed strategy: accomplishes aggressive outcomes when contrasted and other outward appearance acknowledgment techniques – going up to 92% precision - it is quick to prepare, and it takes into consideration ongoing outward appearance acknowledgment with standard PCs. © BEIESP.",Embedded vision system; MLP; Neural network; Territory saving projection
Brenninkmeijer J.; Schneider T.; Woolgar S.,"Brenninkmeijer, Jonna (35728297800); Schneider, Tanja (36987617900); Woolgar, Steve (6601946617)",35728297800; 36987617900; 6601946617,Witness and Silence in Neuromarketing: Managing the Gap between Science and Its Application,2020,Science Technology and Human Values,45,1,,62,86,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061599293&doi=10.1177%2f0162243919829222&partnerID=40&md5=cd6d069efe73246e4cc441c3e68806a6,"Over the past decades commercial and academic market(ing) researchers have studied consumers through a range of different methods including surveys, focus groups, or interviews. More recently, some have turned to the growing field of neuroscience to understand consumers. Neuromarketing employs brain imaging, scanning, or other brain measurement technologies to capture consumers’ (brain) responses to marketing stimuli and to circumvent the “problem” of relying on consumers’ self-reports. This paper presents findings of an ethnographic study of neuromarketing research practices in one neuromarketing consultancy. Our access to the minutiae of commercial neuromarketing research provides important insights into how neuromarketers silence the neuromarketing test subject in their experiments and presentations and how they introduce the brain as an unimpeachable witness. This enables us conceptually to reconsider the role of witnesses in the achievement of scientific credibility, as prominently discussed in science and technology studies (STS). Specifically, we probe the role witnesses and silences play in establishing and maintaining credibility in and for “commercial research laboratories.” We propose three themes that have wider relevance for STS researchers and require further attention when studying newly emerging research fields and practices that straddle science and its commercial application. © The Author(s) 2019.",academic disciplines and traditions; markets/economies; methodologies; methods; neuromarketing; neuroscience; witness
Murray M.M.; Antonakis J.,"Murray, Micah M. (7403583880); Antonakis, John (8256230000)",7403583880; 8256230000,An Introductory Guide to Organizational Neuroscience,2019,Organizational Research Methods,22,1,,6,16,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058524132&doi=10.1177%2f1094428118802621&partnerID=40&md5=d4e000405e459c7de5dc46ab33b1ec70,"The time is ripe for a renewed and interdisciplinary approach to organizational research that incorporates neuroscientific techniques. Like all methods, they have methodological, analytical, and interpretational limitations; however, the potential gains from using these techniques are far more considerable. We have therefore assembled a succinct yet authoritative collection of articles on the topic of neuroscience in organizational research, to serve as a solid introduction to the methods of neuroscience and what they can accomplish. The special topic is organized into two parts. The first includes a set of accessible reviews of the palette of brain imaging, mapping, and stimulation techniques (fMRI, fNIRS, EEG, MEG, and NIBS) as well as examples of the application of neuroscience methods to various disciplines including economics, marketing, finance, organizational behavior, neuroethology, as well an integrative translational critique on a variety of applications. The second is a collection of articles resulting from a competitive call for submissions that cover various neuroscience topics but also address important methodological and philosophical issues. The articles lay out a roadmap for the effective integration of neuroscientific methods into organizational research. © The Author(s) 2018.",neuroeconomics; neurofinance; neuromarketing; neuroscience; organizational neuroscience
Yazid A.F.; Mohd S.M.; Rustum Ali Khan A.R.K.; Kamarudin S.; Jan N.M.,"Yazid, Ahmad Faiz (57219259711); Mohd, Siti Munirah (36096091000); Rustum Ali Khan, Abdul Razzak Khan (57219258679); Kamarudin, Shafinah (57210801702); Jan, Nurhidaya Mohamad (57219255108)",57219259711; 36096091000; 57219258679; 57210801702; 57219255108,Decision-making analysis using arduino-based electroencephalography (EEG): An exploratory study for marketing strategy,2020,International Journal of Advanced Computer Science and Applications,11,9,,236,243,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091932229&doi=10.14569%2fIJACSA.2020.0110927&partnerID=40&md5=c9495746a5a935811840e258299d6f57,"Business technology has brought conventional marketing methods to the next level. These emerging integrated technologies has contributed to the growth and understanding of the consumer decision making process. Several studies have attempted to evaluate media content, especially on video advertising or TV commercials using various neuroimaging techniques such as the electroencephalography (EEG) device. Currently, the use of neuroscience in Malaysia's marketing research is very limited due to its limited adoption as an emerging technology in this field. This research uncovers the neuroscientific approach, particularly through the use of an EEG device; examining consumers' responses in terms of brain wave signals and cognition. A proposed theoretical framework on the factors affecting visual stimulus (movement, color, shape, and light) during the decision-making process by watching video advertising had been customized using two conceptual models of sensory stimulation. Ten respondents participated in the experiment to investigate the spectral changes of alpha brain wave signals detected in the occipital lobe. A 2-channel Arduinobased EEG device from Backyard Brains and Spike Recorder software was used to analyze the EEG signal through Fast Fourier Transform (FFT) method. Results obtained from the investigated population showed that there was statistically significant brain wave activity during the observation of the video advertising which demonstrated the interconnection with short-term memory through visual stimulus. Application of the neuroscience tool helped to explore consumer brain responses towards marketing stimuli with regards to the consumers' decision-making processes. This study manifests a useful tool for neuromarketing and concludes with a discussion, together with recommendations on the way forward. © 2020, Science and Information Organization.",Arduino-based electroencephalography (EEG); Neuromarketing; Short-term memory; TV commercials; Visual cognition
Oon H.N.; Saidatul A.; Ibrahim Z.,"Oon, Hooi Nee (57204513229); Saidatul, A. (57205231792); Ibrahim, Z. (57217631746)",57204513229; 57205231792; 57217631746,Analysis on Non-Linear Features of Electroencephalogram (EEG) Signal for Neuromarketing Application,2018,"2018 International Conference on Computational Approach in Smart Systems Design and Applications, ICASSDA 2018",,,8477618,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055890984&doi=10.1109%2fICASSDA.2018.8477618&partnerID=40&md5=8b67bfa7c8a038b2b32462b6a761b813,"Neuromarketing is thestudy of the human brain's response towards commercial, brands and other marketing stimuli. The experimental protocol consists of four categories of merchandises with five products each. The eego Sports device (ANT Neuro, Enschede, The Netherlands) with 32 channels at a sampling frequency of 512 Hz are used for data collection from 10 subjects. The raw EEG signal is bandpass filtered into two frequency bands which are alpha (8-13 Hz) and beta (13-30 Hz). The non-linear feature, Detrended Fluctuation Analysis (DFA) are extracted from filtered signals. Twoclassifiers, Neural Network (NN) and k-Nearest Neighbors (k-NN) are used to analyse the features extracted. 1s segments of EEG signals are used in this study. DFA features indicate that the Fast Food category is most preferred as it obtained the highest classification accuracy of 80%. The most preferred products for Category A (Smartphones) is iPhone, Category B (Automobiles) is Honda, Category C (Fast Food) is McDonalds and Category D is (Beverages) is milk. The DFA value for alpha waves are highest and for beta waves are lowest if the subjects prefer the products. © 2018 IEEE.",Detrended Fluctuation Analysis (DFA); Electroencephalogram (EEG); Neuromarketing
Muñoz-Leiva F.; Hernández-Méndez J.; Gómez-Carmona D.,"Muñoz-Leiva, Francisco (9432630700); Hernández-Méndez, Janet (55505552800); Gómez-Carmona, Diego (57201074883)",9432630700; 55505552800; 57201074883,Measuring advertising effectiveness in Travel 2.0 websites through eye-tracking technology,2019,Physiology and Behavior,200,,,83,95,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043305102&doi=10.1016%2fj.physbeh.2018.03.002&partnerID=40&md5=fc3517dcb197b7bb6a22f8bc835823fa,"The advent of Web 2.0 is changing tourists' behaviors, prompting them to take on a more active role in preparing their travel plans. It is also leading tourism companies to have to adapt their marketing strategies to different online social media. The present study analyzes advertising effectiveness in social media in terms of customers' visual attention and self-reported memory (recall). Data were collected through a within-subjects and between-groups design based on eye-tracking technology, followed by a self-administered questionnaire. Participants were instructed to visit three Travel 2.0 websites (T2W), including a hotel's blog, social network profile (Facebook), and virtual community profile (Tripadvisor). Overall, the results revealed greater advertising effectiveness in the case of the hotel social network; and visual attention measures based on eye-tracking data differed from measures of self-reported recall. Visual attention to the ad banner was paid at a low level of awareness, which explains why the associations with the ad did not activate its subsequent recall. The paper offers a pioneering attempt in the application of eye-tracking technology, and examines the possible impact of visual marketing stimuli on user T2W-related behavior. The practical implications identified in this research, along with its limitations and future research opportunities, are of interest both for further theoretical development and practical application. © 2018 Elsevier Inc.",Advertising effectiveness; Eye-tracking technology; Neuromarketing; Self-reported recall; Travel 2.0 websites
